in00 (subrange from 0 to 2e-06) X,in00 (subrange from 0 to 2e-06) Y,in01 (subrange from 0 to 2e-06) X,in01 (subrange from 0 to 2e-06) Y,in10 (subrange from 0 to 2e-06) X,in10 (subrange from 0 to 2e-06) Y,in11 (subrange from 0 to 2e-06) X,in11 (subrange from 0 to 2e-06) Y,s1 (subrange from 0 to 2e-06) X,s1 (subrange from 0 to 2e-06) Y,s0 (subrange from 0 to 2e-06) X,s0 (subrange from 0 to 2e-06) Y,out (subrange from 0 to 2e-06) X,out (subrange from 0 to 2e-06) Y
7.501938658246729e-07,0,7.501938658246729e-07,0.33,7.501938658246729e-07,1,7.501938658246729e-07,0.66,7.501938658246729e-07,0,7.501938658246729e-07,0,7.501938658246729e-07,0.3265265626660337
7.502105269967529e-07,0,7.502105269967529e-07,0.33,7.502105269967529e-07,1,7.502105269967529e-07,0.66,7.502105269967529e-07,0,7.502105269967529e-07,0,7.502105269967529e-07,0.3263867973976023
7.502310220374451e-07,0,7.502310220374451e-07,0.33,7.502310220374451e-07,1,7.502310220374451e-07,0.66,7.502310220374451e-07,0,7.502310220374451e-07,0,7.502310220374451e-07,0.3262496463102141
7.50259143542941e-07,0,7.50259143542941e-07,0.33,7.50259143542941e-07,1,7.50259143542941e-07,0.66,7.50259143542941e-07,0,7.50259143542941e-07,0,7.50259143542941e-07,0.3261175736477068
7.502931892516162e-07,0,7.502931892516162e-07,0.33,7.502931892516162e-07,1,7.502931892516162e-07,0.66,7.502931892516162e-07,0,7.502931892516162e-07,0,7.502931892516162e-07,0.3260246596298441
7.503194338248121e-07,0,7.503194338248121e-07,0.33,7.503194338248121e-07,1,7.503194338248121e-07,0.66,7.503194338248121e-07,0,7.503194338248121e-07,0,7.503194338248121e-07,0.3259889548387882
7.503479558890079e-07,0,7.503479558890079e-07,0.33,7.503479558890079e-07,1,7.503479558890079e-07,0.66,7.503479558890079e-07,0,7.503479558890079e-07,0,7.503479558890079e-07,0.3259701642202977
7.503806797841523e-07,0,7.503806797841523e-07,0.33,7.503806797841523e-07,1,7.503806797841523e-07,0.66,7.503806797841523e-07,0,7.503806797841523e-07,0,7.503806797841523e-07,0.3259585915675153
7.504256350491217e-07,0,7.504256350491217e-07,0.33,7.504256350491217e-07,1,7.504256350491217e-07,0.66,7.504256350491217e-07,0,7.504256350491217e-07,0,7.504256350491217e-07,0.3259302205416683
7.504847037508137e-07,0,7.504847037508137e-07,0.33,7.504847037508137e-07,1,7.504847037508137e-07,0.66,7.504847037508137e-07,0,7.504847037508137e-07,0,7.504847037508137e-07,0.3258219227804431
7.505577983248617e-07,0,7.505577983248617e-07,0.33,7.505577983248617e-07,1,7.505577983248617e-07,0.66,7.505577983248617e-07,0,7.505577983248617e-07,0,7.505577983248617e-07,0.3255101356006405
7.506443762631942e-07,0,7.506443762631942e-07,0.33,7.506443762631942e-07,1,7.506443762631942e-07,0.66,7.506443762631942e-07,0,7.506443762631942e-07,0,7.506443762631942e-07,0.3248123621259708
7.50752562431301e-07,0,7.50752562431301e-07,0.33,7.50752562431301e-07,1,7.50752562431301e-07,0.66,7.50752562431301e-07,0,7.50752562431301e-07,0,7.50752562431301e-07,0.3233404327362173
7.508812303914842e-07,0,7.508812303914842e-07,0.33,7.508812303914842e-07,1,7.508812303914842e-07,0.66,7.508812303914842e-07,0,7.508812303914842e-07,0,7.508812303914842e-07,0.3205952584672208
7.510328340044602e-07,0,7.510328340044602e-07,0.33,7.510328340044602e-07,1,7.510328340044602e-07,0.66,7.510328340044602e-07,0,7.510328340044602e-07,0,7.510328340044602e-07,0.3158263620583306
7.512174331202748e-07,0,7.512174331202748e-07,0.33,7.512174331202748e-07,1,7.512174331202748e-07,0.66,7.512174331202748e-07,0,7.512174331202748e-07,0,7.512174331202748e-07,0.3076581380192818
7.514541122491688e-07,0,7.514541122491688e-07,0.33,7.514541122491688e-07,1,7.514541122491688e-07,0.66,7.514541122491688e-07,0,7.514541122491688e-07,0,7.514541122491688e-07,0.293521823817615
7.517774297096906e-07,0,7.517774297096906e-07,0.33,7.517774297096906e-07,1,7.517774297096906e-07,0.66,7.517774297096906e-07,0,7.517774297096906e-07,0,7.517774297096906e-07,0.2688778011308899
7.522558207344887e-07,0,7.522558207344887e-07,0.33,7.522558207344887e-07,1,7.522558207344887e-07,0.66,7.522558207344887e-07,0,7.522558207344887e-07,0,7.522558207344887e-07,0.2265602372766005
7.528895875021916e-07,0,7.528895875021916e-07,0.33,7.528895875021916e-07,1,7.528895875021916e-07,0.66,7.528895875021916e-07,0,7.528895875021916e-07,0,7.528895875021916e-07,0.1704814486582529
7.535790669096879e-07,0,7.535790669096879e-07,0.33,7.535790669096879e-07,1,7.535790669096879e-07,0.66,7.535790669096879e-07,0,7.535790669096879e-07,0,7.535790669096879e-07,0.1185082454907984
7.54216532584661e-07,0,7.54216532584661e-07,0.33,7.54216532584661e-07,1,7.54216532584661e-07,0.66,7.54216532584661e-07,0,7.54216532584661e-07,0,7.54216532584661e-07,0.0817044725411557
7.549815695721181e-07,0,7.549815695721181e-07,0.33,7.549815695721181e-07,1,7.549815695721181e-07,0.66,7.549815695721181e-07,0,7.549815695721181e-07,0,7.549815695721181e-07,0.05058207340709294
7.560232356605352e-07,0,7.560232356605352e-07,0.33,7.560232356605352e-07,1,7.560232356605352e-07,0.66,7.560232356605352e-07,0,7.560232356605352e-07,0,7.560232356605352e-07,0.0250930536657211
7.574103283475854e-07,0,7.574103283475854e-07,0.33,7.574103283475854e-07,1,7.574103283475854e-07,0.66,7.574103283475854e-07,0,7.574103283475854e-07,0,7.574103283475854e-07,0.009167279947880544
7.588629484619492e-07,0,7.588629484619492e-07,0.33,7.588629484619492e-07,1,7.588629484619492e-07,0.66,7.588629484619492e-07,0,7.588629484619492e-07,0,7.588629484619492e-07,0.003082789437622208
7.605566604535502e-07,0,7.605566604535502e-07,0.33,7.605566604535502e-07,1,7.605566604535502e-07,0.66,7.605566604535502e-07,0,7.605566604535502e-07,0,7.605566604535502e-07,0.0008189715343515796
7.626740069964583e-07,0,7.626740069964583e-07,0.33,7.626740069964583e-07,1,7.626740069964583e-07,0.66,7.626740069964583e-07,0,7.626740069964583e-07,0,7.626740069964583e-07,0.0001351826058258671
7.652696354496485e-07,0,7.652696354496485e-07,0.33,7.652696354496485e-07,1,7.652696354496485e-07,0.66,7.652696354496485e-07,0,7.652696354496485e-07,0,7.652696354496485e-07,1.117520579345306e-05
7.686570283317641e-07,0,7.686570283317641e-07,0.33,7.686570283317641e-07,1,7.686570283317641e-07,0.66,7.686570283317641e-07,0,7.686570283317641e-07,0,7.686570283317641e-07,3.364519095833122e-07
7.735822617321305e-07,0,7.735822617321305e-07,0.33,7.735822617321305e-07,1,7.735822617321305e-07,0.66,7.735822617321305e-07,0,7.735822617321305e-07,0,7.735822617321305e-07,2.012647367744067e-07
7.821775107449008e-07,0,7.821775107449008e-07,0.33,7.821775107449008e-07,1,7.821775107449008e-07,0.66,7.821775107449008e-07,0,7.821775107449008e-07,0,7.821775107449008e-07,6.206560242651819e-07
7.957906875812722e-07,0,7.957906875812722e-07,0.33,7.957906875812722e-07,1,7.957906875812722e-07,0.66,7.957906875812722e-07,0,7.957906875812722e-07,0,7.957906875812722e-07,3.949894833782154e-07
8.140151876449044e-07,0,8.140151876449044e-07,0.33,8.140151876449044e-07,1,8.140151876449044e-07,0.66,8.140151876449044e-07,0,8.140151876449044e-07,0,8.140151876449044e-07,5.625461318926025e-07
8.390304408819166e-07,0,8.390304408819166e-07,0.33,8.390304408819166e-07,1,8.390304408819166e-07,0.66,8.390304408819166e-07,0,8.390304408819166e-07,0,8.390304408819166e-07,4.251731222789659e-07
8.730147176442212e-07,0,8.730147176442212e-07,0.33,8.730147176442212e-07,1,8.730147176442212e-07,0.66,8.730147176442212e-07,0,8.730147176442212e-07,0,8.730147176442212e-07,5.452216967361947e-07
9.130147176442213e-07,0,9.130147176442213e-07,0.33,9.130147176442213e-07,1,9.130147176442213e-07,0.66,9.130147176442213e-07,0,9.130147176442213e-07,0,9.130147176442213e-07,4.363849508149143e-07
9.530147176442213e-07,0,9.530147176442213e-07,0.33,9.530147176442213e-07,1,9.530147176442213e-07,0.66,9.530147176442213e-07,0,9.530147176442213e-07,0,9.530147176442213e-07,5.362310477062691e-07
9.765073588221106e-07,0,9.765073588221106e-07,0.33,9.765073588221106e-07,1,9.765073588221106e-07,0.66,9.765073588221106e-07,0,9.765073588221106e-07,0,9.765073588221106e-07,4.464893557181183e-07
1e-06,0,1e-06,0.33,1e-06,1,1e-06,0.66,1e-06,0,1e-06,0,1e-06,5.256831168840363e-07
1.00000625e-06,0,1.00000625e-06,0.33,1.00000625e-06,1,1.00000625e-06,0.66,1.00000625e-06,0.06250000000013704,1.00000625e-06,0,1.00000625e-06,3.607663399294684e-06
1.000017326911956e-06,0,1.000017326911956e-06,0.33,1.000017326911956e-06,1,1.000017326911956e-06,0.66,1.000017326911956e-06,0.1732691195628636,1.000017326911956e-06,0,1.000017326911956e-06,8.691388856933062e-06
1.000027506073245e-06,0,1.000027506073245e-06,0.33,1.000027506073245e-06,1,1.000027506073245e-06,0.66,1.000027506073245e-06,0.2750607324551976,1.000027506073245e-06,0,1.000027506073245e-06,1.135089624428869e-05
1.000041354204171e-06,0,1.000041354204171e-06,0.33,1.000041354204171e-06,1,1.000041354204171e-06,0.66,1.000041354204171e-06,0.4135420417144925,1.000041354204171e-06,0,1.000041354204171e-06,3.108400553916296e-06
1.000051627902177e-06,0,1.000051627902177e-06,0.33,1.000051627902177e-06,1,1.000051627902177e-06,0.66,1.000051627902177e-06,0.5162790217709792,1.000051627902177e-06,0,1.000051627902177e-06,-2.017794258757096e-05
1.000061399607857e-06,0,1.000061399607857e-06,0.33,1.000061399607857e-06,1,1.000061399607857e-06,0.66,1.000061399607857e-06,0.6139960785737343,1.000061399607857e-06,0,1.000061399607857e-06,-6.158920005250615e-05
1.000071603187334e-06,0,1.000071603187334e-06,0.33,1.000071603187334e-06,1,1.000071603187334e-06,0.66,1.000071603187334e-06,0.7160318733363622,1.000071603187334e-06,0,1.000071603187334e-06,-0.0001176757079750413
1.0000760294544e-06,0,1.0000760294544e-06,0.33,1.0000760294544e-06,1,1.0000760294544e-06,0.66,1.0000760294544e-06,0.7602945439969802,1.0000760294544e-06,0,1.0000760294544e-06,-0.0001420822939509064
1.000081167288553e-06,0,1.000081167288553e-06,0.33,1.000081167288553e-06,1,1.000081167288553e-06,0.66,1.000081167288553e-06,0.811672885525561,1.000081167288553e-06,0,1.000081167288553e-06,-0.0001658176219060853
1.000085589917806e-06,0,1.000085589917806e-06,0.33,1.000085589917806e-06,1,1.000085589917806e-06,0.66,1.000085589917806e-06,0.8558991780608,1.000085589917806e-06,0,1.000085589917806e-06,-0.0001829425689586396
1.000088841318312e-06,0,1.000088841318312e-06,0.33,1.000088841318312e-06,1,1.000088841318312e-06,0.66,1.000088841318312e-06,0.8884131831188521,1.000088841318312e-06,0,1.000088841318312e-06,-0.0001958345991191106
1.000092162218683e-06,0,1.000092162218683e-06,0.33,1.000092162218683e-06,1,1.000092162218683e-06,0.66,1.000092162218683e-06,0.9216221868289374,1.000092162218683e-06,0,1.000092162218683e-06,-0.0002117119481280425
1.000094880020912e-06,0,1.000094880020912e-06,0.33,1.000094880020912e-06,1,1.000094880020912e-06,0.66,1.000094880020912e-06,0.9488002091204238,1.000094880020912e-06,0,1.000094880020912e-06,-0.000227436898721075
1.000097440010456e-06,0,1.000097440010456e-06,0.33,1.000097440010456e-06,1,1.000097440010456e-06,0.66,1.000097440010456e-06,0.9744001045602495,1.000097440010456e-06,0,1.000097440010456e-06,-0.0002447434204303306
1.0001e-06,0,1.0001e-06,0.33,1.0001e-06,1,1.0001e-06,0.66,1.0001e-06,1,1.0001e-06,0,1.0001e-06,-0.0002645747052113016
1.000101904639429e-06,0,1.000101904639429e-06,0.33,1.000101904639429e-06,1,1.000101904639429e-06,0.66,1.000101904639429e-06,1,1.000101904639429e-06,0,1.000101904639429e-06,-0.0002812746185927193
1.000104122674309e-06,0,1.000104122674309e-06,0.33,1.000104122674309e-06,1,1.000104122674309e-06,0.66,1.000104122674309e-06,1,1.000104122674309e-06,0,1.000104122674309e-06,-0.0003007777688616627
1.000106304119992e-06,0,1.000106304119992e-06,0.33,1.000106304119992e-06,1,1.000106304119992e-06,0.66,1.000106304119992e-06,1,1.000106304119992e-06,0,1.000106304119992e-06,-0.0003200188069721376
1.000110667011359e-06,0,1.000110667011359e-06,0.33,1.000110667011359e-06,1,1.000110667011359e-06,0.66,1.000110667011359e-06,1,1.000110667011359e-06,0,1.000110667011359e-06,-0.0003588679214384566
1.000116001091928e-06,0,1.000116001091928e-06,0.33,1.000116001091928e-06,1,1.000116001091928e-06,0.66,1.000116001091928e-06,1,1.000116001091928e-06,0,1.000116001091928e-06,-0.0004071900702222041
1.000122271572315e-06,0,1.000122271572315e-06,0.33,1.000122271572315e-06,1,1.000122271572315e-06,0.66,1.000122271572315e-06,1,1.000122271572315e-06,0,1.000122271572315e-06,-0.0004652461240707234
1.000129578053912e-06,0,1.000129578053912e-06,0.33,1.000129578053912e-06,1,1.000129578053912e-06,0.66,1.000129578053912e-06,1,1.000129578053912e-06,0,1.000129578053912e-06,-0.0005345982615010856
1.000138939387755e-06,0,1.000138939387755e-06,0.33,1.000138939387755e-06,1,1.000138939387755e-06,0.66,1.000138939387755e-06,1,1.000138939387755e-06,0,1.000138939387755e-06,-0.0006259897144756658
1.000151541155914e-06,0,1.000151541155914e-06,0.33,1.000151541155914e-06,1,1.000151541155914e-06,0.66,1.000151541155914e-06,1,1.000151541155914e-06,0,1.000151541155914e-06,-0.0007531060079960189
1.000169344309004e-06,0,1.000169344309004e-06,0.33,1.000169344309004e-06,1,1.000169344309004e-06,0.66,1.000169344309004e-06,1,1.000169344309004e-06,0,1.000169344309004e-06,-0.0009396057024499409
1.000195129620018e-06,0,1.000195129620018e-06,0.33,1.000195129620018e-06,1,1.000195129620018e-06,0.66,1.000195129620018e-06,1,1.000195129620018e-06,0,1.000195129620018e-06,-0.001221658659652141
1.000237308839727e-06,0,1.000237308839727e-06,0.33,1.000237308839727e-06,1,1.000237308839727e-06,0.66,1.000237308839727e-06,1,1.000237308839727e-06,0,1.000237308839727e-06,-0.001708930188699407
1.000297045900534e-06,0,1.000297045900534e-06,0.33,1.000297045900534e-06,1,1.000297045900534e-06,0.66,1.000297045900534e-06,1,1.000297045900534e-06,0,1.000297045900534e-06,-0.002590284916939438
1.000349846450208e-06,0,1.000349846450208e-06,0.33,1.000349846450208e-06,1,1.000349846450208e-06,0.66,1.000349846450208e-06,1,1.000349846450208e-06,0,1.000349846450208e-06,-0.003834720673531421
1.000390898746042e-06,0,1.000390898746042e-06,0.33,1.000390898746042e-06,1,1.000390898746042e-06,0.66,1.000390898746042e-06,1,1.000390898746042e-06,0,1.000390898746042e-06,-0.004794854767751688
1.000434537142271e-06,0,1.000434537142271e-06,0.33,1.000434537142271e-06,1,1.000434537142271e-06,0.66,1.000434537142271e-06,1,1.000434537142271e-06,0,1.000434537142271e-06,-0.005681948769529561
1.000488177804832e-06,0,1.000488177804832e-06,0.33,1.000488177804832e-06,1,1.000488177804832e-06,0.66,1.000488177804832e-06,1,1.000488177804832e-06,0,1.000488177804832e-06,-0.006495750792799145
1.000566515466517e-06,0,1.000566515466517e-06,0.33,1.000566515466517e-06,1,1.000566515466517e-06,0.66,1.000566515466517e-06,1,1.000566515466517e-06,0,1.000566515466517e-06,-0.00696795936591069
1.000605950627048e-06,0,1.000605950627048e-06,0.33,1.000605950627048e-06,1,1.000605950627048e-06,0.66,1.000605950627048e-06,1,1.000605950627048e-06,0,1.000605950627048e-06,-0.006811385026339736
1.000638970422888e-06,0,1.000638970422888e-06,0.33,1.000638970422888e-06,1,1.000638970422888e-06,0.66,1.000638970422888e-06,1,1.000638970422888e-06,0,1.000638970422888e-06,-0.006292724276338252
1.000668159797339e-06,0,1.000668159797339e-06,0.33,1.000668159797339e-06,1,1.000668159797339e-06,0.66,1.000668159797339e-06,1,1.000668159797339e-06,0,1.000668159797339e-06,-0.005582029802659198
1.000691233204879e-06,0,1.000691233204879e-06,0.33,1.000691233204879e-06,1,1.000691233204879e-06,0.66,1.000691233204879e-06,1,1.000691233204879e-06,0,1.000691233204879e-06,-0.004888780900874288
1.000715684590796e-06,0,1.000715684590796e-06,0.33,1.000715684590796e-06,1,1.000715684590796e-06,0.66,1.000715684590796e-06,1,1.000715684590796e-06,0,1.000715684590796e-06,-0.00403401412209056
1.000758580725791e-06,0,1.000758580725791e-06,0.33,1.000758580725791e-06,1,1.000758580725791e-06,0.66,1.000758580725791e-06,1,1.000758580725791e-06,0,1.000758580725791e-06,-0.002243178212833292
1.000793776841085e-06,0,1.000793776841085e-06,0.33,1.000793776841085e-06,1,1.000793776841085e-06,0.66,1.000793776841085e-06,1,1.000793776841085e-06,0,1.000793776841085e-06,-0.0005093618365546073
1.000834834895464e-06,0,1.000834834895464e-06,0.33,1.000834834895464e-06,1,1.000834834895464e-06,0.66,1.000834834895464e-06,1,1.000834834895464e-06,0,1.000834834895464e-06,0.001807000452112509
1.00088018131777e-06,0,1.00088018131777e-06,0.33,1.00088018131777e-06,1,1.00088018131777e-06,0.66,1.00088018131777e-06,1,1.00088018131777e-06,0,1.00088018131777e-06,0.004720210675704037
1.000943138376445e-06,0,1.000943138376445e-06,0.33,1.000943138376445e-06,1,1.000943138376445e-06,0.66,1.000943138376445e-06,1,1.000943138376445e-06,0,1.000943138376445e-06,0.00936599872098208
1.001028390372406e-06,0,1.001028390372406e-06,0.33,1.001028390372406e-06,1,1.001028390372406e-06,0.66,1.001028390372406e-06,1,1.001028390372406e-06,0,1.001028390372406e-06,0.01671277015367963
1.001163364674054e-06,0,1.001163364674054e-06,0.33,1.001163364674054e-06,1,1.001163364674054e-06,0.66,1.001163364674054e-06,1,1.001163364674054e-06,0,1.001163364674054e-06,0.03062054787286369
1.001376796317546e-06,0,1.001376796317546e-06,0.33,1.001376796317546e-06,1,1.001376796317546e-06,0.66,1.001376796317546e-06,1,1.001376796317546e-06,0,1.001376796317546e-06,0.05746458291076146
1.001644251449101e-06,0,1.001644251449101e-06,0.33,1.001644251449101e-06,1,1.001644251449101e-06,0.66,1.001644251449101e-06,1,1.001644251449101e-06,0,1.001644251449101e-06,0.09765993810545691
1.001941766406571e-06,0,1.001941766406571e-06,0.33,1.001941766406571e-06,1,1.001941766406571e-06,0.66,1.001941766406571e-06,1,1.001941766406571e-06,0,1.001941766406571e-06,0.1482766057733486
1.002281538351448e-06,0,1.002281538351448e-06,0.33,1.002281538351448e-06,1,1.002281538351448e-06,0.66,1.002281538351448e-06,1,1.002281538351448e-06,0,1.002281538351448e-06,0.2103799538936487
1.002694964876146e-06,0,1.002694964876146e-06,0.33,1.002694964876146e-06,1,1.002694964876146e-06,0.66,1.002694964876146e-06,1,1.002694964876146e-06,0,1.002694964876146e-06,0.2878156274384339
1.003236490037779e-06,0,1.003236490037779e-06,0.33,1.003236490037779e-06,1,1.003236490037779e-06,0.66,1.003236490037779e-06,1,1.003236490037779e-06,0,1.003236490037779e-06,0.3860680753470992
1.003954950138076e-06,0,1.003954950138076e-06,0.33,1.003954950138076e-06,1,1.003954950138076e-06,0.66,1.003954950138076e-06,1,1.003954950138076e-06,0,1.003954950138076e-06,0.5025227181517683
1.004676335007772e-06,0,1.004676335007772e-06,0.33,1.004676335007772e-06,1,1.004676335007772e-06,0.66,1.004676335007772e-06,1,1.004676335007772e-06,0,1.004676335007772e-06,0.598791971809556
1.00538891585852e-06,0,1.00538891585852e-06,0.33,1.00538891585852e-06,1,1.00538891585852e-06,0.66,1.00538891585852e-06,1,1.00538891585852e-06,0,1.00538891585852e-06,0.6736589830089074
1.006136335782775e-06,0,1.006136335782775e-06,0.33,1.006136335782775e-06,1,1.006136335782775e-06,0.66,1.006136335782775e-06,1,1.006136335782775e-06,0,1.006136335782775e-06,0.7350334870007604
1.007161553395535e-06,0,1.007161553395535e-06,0.33,1.007161553395535e-06,1,1.007161553395535e-06,0.66,1.007161553395535e-06,1,1.007161553395535e-06,0,1.007161553395535e-06,0.8007715988306724
1.007451064940157e-06,0,1.007451064940157e-06,0.33,1.007451064940157e-06,1,1.007451064940157e-06,0.66,1.007451064940157e-06,1,1.007451064940157e-06,0,1.007451064940157e-06,0.8164149320342977
1.007916546182347e-06,0,1.007916546182347e-06,0.33,1.007916546182347e-06,1,1.007916546182347e-06,0.66,1.007916546182347e-06,1,1.007916546182347e-06,0,1.007916546182347e-06,0.8394214750945227
1.008455942019483e-06,0,1.008455942019483e-06,0.33,1.008455942019483e-06,1,1.008455942019483e-06,0.66,1.008455942019483e-06,1,1.008455942019483e-06,0,1.008455942019483e-06,0.8629774109262121
1.00933511648714e-06,0,1.00933511648714e-06,0.33,1.00933511648714e-06,1,1.00933511648714e-06,0.66,1.00933511648714e-06,1,1.00933511648714e-06,0,1.00933511648714e-06,0.8949906418702939
1.010647131970361e-06,0,1.010647131970361e-06,0.33,1.010647131970361e-06,1,1.010647131970361e-06,0.66,1.010647131970361e-06,1,1.010647131970361e-06,0,1.010647131970361e-06,0.9305074555671902
1.012685238818967e-06,0,1.012685238818967e-06,0.33,1.012685238818967e-06,1,1.012685238818967e-06,0.66,1.012685238818967e-06,1,1.012685238818967e-06,0,1.012685238818967e-06,0.9646969815349962
1.014997354343213e-06,0,1.014997354343213e-06,0.33,1.014997354343213e-06,1,1.014997354343213e-06,0.66,1.014997354343213e-06,1,1.014997354343213e-06,0,1.014997354343213e-06,0.9841977864402758
1.017570952869976e-06,0,1.017570952869976e-06,0.33,1.017570952869976e-06,1,1.017570952869976e-06,0.66,1.017570952869976e-06,1,1.017570952869976e-06,0,1.017570952869976e-06,0.9937076439030487
1.020511566391192e-06,0,1.020511566391192e-06,0.33,1.020511566391192e-06,1,1.020511566391192e-06,0.66,1.020511566391192e-06,1,1.020511566391192e-06,0,1.020511566391192e-06,0.9979081560188097
1.024163905423638e-06,0,1.024163905423638e-06,0.33,1.024163905423638e-06,1,1.024163905423638e-06,0.66,1.024163905423638e-06,1,1.024163905423638e-06,0,1.024163905423638e-06,0.999522021599994
1.029123552854186e-06,0,1.029123552854186e-06,0.33,1.029123552854186e-06,1,1.029123552854186e-06,0.66,1.029123552854186e-06,1,1.029123552854186e-06,0,1.029123552854186e-06,0.9999689991201474
1.036299067638305e-06,0,1.036299067638305e-06,0.33,1.036299067638305e-06,1,1.036299067638305e-06,0.66,1.036299067638305e-06,1,1.036299067638305e-06,0,1.036299067638305e-06,1.000002284231866
1.048056119453209e-06,0,1.048056119453209e-06,0.33,1.048056119453209e-06,1,1.048056119453209e-06,0.66,1.048056119453209e-06,1,1.048056119453209e-06,0,1.048056119453209e-06,0.99999906466657
1.067618424685148e-06,0,1.067618424685148e-06,0.33,1.067618424685148e-06,1,1.067618424685148e-06,0.66,1.067618424685148e-06,1,1.067618424685148e-06,0,1.067618424685148e-06,0.9999997663434731
1.091321655076008e-06,0,1.091321655076008e-06,0.33,1.091321655076008e-06,1,1.091321655076008e-06,0.66,1.091321655076008e-06,1,1.091321655076008e-06,0,1.091321655076008e-06,0.999999767935884
1.120270335448418e-06,0,1.120270335448418e-06,0.33,1.120270335448418e-06,1,1.120270335448418e-06,0.66,1.120270335448418e-06,1,1.120270335448418e-06,0,1.120270335448418e-06,0.9999994293005917
1.155355847022969e-06,0,1.155355847022969e-06,0.33,1.155355847022969e-06,1,1.155355847022969e-06,0.66,1.155355847022969e-06,1,1.155355847022969e-06,0,1.155355847022969e-06,0.9999999452859745
1.195355847022969e-06,0,1.195355847022969e-06,0.33,1.195355847022969e-06,1,1.195355847022969e-06,0.66,1.195355847022969e-06,1,1.195355847022969e-06,0,1.195355847022969e-06,0.9999993241583297
1.222677923511484e-06,0,1.222677923511484e-06,0.33,1.222677923511484e-06,1,1.222677923511484e-06,0.66,1.222677923511484e-06,1,1.222677923511484e-06,0,1.222677923511484e-06,1.000000029026748
1.25e-06,0,1.25e-06,0.33,1.25e-06,1,1.25e-06,0.66,1.25e-06,1,1.25e-06,0,1.25e-06,0.9999992530453001
1.25000625e-06,0,1.25000625e-06,0.33,1.25000625e-06,1,1.25000625e-06,0.66,1.25000625e-06,1,1.25000625e-06,0.06250000000013704,1.25000625e-06,1.000002590857372
1.250017326911523e-06,0,1.250017326911523e-06,0.33,1.250017326911523e-06,1,1.250017326911523e-06,0.66,1.250017326911523e-06,1,1.250017326911523e-06,0.17326911523029,1.250017326911523e-06,1.000007233967853
1.250022865367284e-06,0,1.250022865367284e-06,0.33,1.250022865367284e-06,1,1.250022865367284e-06,0.66,1.250022865367284e-06,1,1.250022865367284e-06,0.2286536728453665,1.250022865367284e-06,1.000009201191979
1.250028454003316e-06,0,1.250028454003316e-06,0.33,1.250028454003316e-06,1,1.250028454003316e-06,0.66,1.250028454003316e-06,1,1.250028454003316e-06,0.2845400331622443,1.250028454003316e-06,1.000010810885235
1.250035368152678e-06,0,1.250035368152678e-06,0.33,1.250035368152678e-06,1,1.250035368152678e-06,0.66,1.250035368152678e-06,1,1.250035368152678e-06,0.3536815267787221,1.250035368152678e-06,1.000011796512599
1.250040837128196e-06,0,1.250040837128196e-06,0.33,1.250040837128196e-06,1,1.250040837128196e-06,0.66,1.250040837128196e-06,1,1.250040837128196e-06,0.4083712819654182,1.250040837128196e-06,1.000011031983952
1.250044255669377e-06,0,1.250044255669377e-06,0.33,1.250044255669377e-06,1,1.250044255669377e-06,0.66,1.250044255669377e-06,1,1.250044255669377e-06,0.4425566937702004,1.250044255669377e-06,1.000008820404842
1.25004801854856e-06,0,1.25004801854856e-06,0.33,1.25004801854856e-06,1,1.25004801854856e-06,0.66,1.25004801854856e-06,1,1.25004801854856e-06,0.480185485602557,1.25004801854856e-06,1.000003940421071
1.250051679279547e-06,0,1.250051679279547e-06,0.33,1.250051679279547e-06,1,1.250051679279547e-06,0.66,1.250051679279547e-06,1,1.250051679279547e-06,0.5167927954750746,1.250051679279547e-06,0.9999970302431193
1.250055261934374e-06,0,1.250055261934374e-06,0.33,1.250055261934374e-06,1,1.250055261934374e-06,0.66,1.250055261934374e-06,1,1.250055261934374e-06,0.5526193437393233,1.250055261934374e-06,0.9999888886623598
1.250059882077818e-06,0,1.250059882077818e-06,0.33,1.250059882077818e-06,1,1.250059882077818e-06,0.66,1.250059882077818e-06,1,1.250059882077818e-06,0.5988207781835679,1.250059882077818e-06,0.999979119836172
1.250064147396294e-06,0,1.250064147396294e-06,0.33,1.250064147396294e-06,1,1.250064147396294e-06,0.66,1.250064147396294e-06,1,1.250064147396294e-06,0.6414739629418167,1.250064147396294e-06,0.9999754685466509
1.250072048580282e-06,0,1.250072048580282e-06,0.33,1.250072048580282e-06,1,1.250072048580282e-06,0.66,1.250072048580282e-06,1,1.250072048580282e-06,0.7204858028177562,1.250072048580282e-06,1.000001789003982
1.250079380886979e-06,0,1.250079380886979e-06,0.33,1.250079380886979e-06,1,1.250079380886979e-06,0.66,1.250079380886979e-06,1,1.250079380886979e-06,0.7938088697876854,1.250079380886979e-06,1.000088612053551
1.250080867740357e-06,0,1.250080867740357e-06,0.33,1.250080867740357e-06,1,1.250080867740357e-06,0.66,1.250080867740357e-06,1,1.250080867740357e-06,0.8086774035714785,1.250080867740357e-06,1.000115875373307
1.250083841447114e-06,0,1.250083841447114e-06,0.33,1.250083841447114e-06,1,1.250083841447114e-06,0.66,1.250083841447114e-06,1,1.250083841447114e-06,0.838414471139065,1.250083841447114e-06,1.000181451265936
