time (s),in (V),out (V),phi1 (V),phi2 (V),I1.nphi22 (V),I1.nphi21 (V),I1.nphi20 (V),I1.phi22 (V),I1.phi21 (V),I1.phi20 (V),I1.nphi1 (V),I1.a2 (V),I1.a1 (V),I1.a0 (V),I1.a (V),I1.bb (V)
561.3E-9,100.0E-3,-4.912E-3,0.000,612.6E-3,79.39E-3,79.39E-3,79.39E-3,-340.4E-3,-340.4E-3,-340.4E-3,1.250,55.92E-3,55.94E-3,55.94E-3,8.032E-3,-44.12E-3
561.3E-9,100.0E-3,-4.884E-3,0.000,613.4E-3,78.51E-3,78.51E-3,78.51E-3,-323.6E-3,-323.6E-3,-323.6E-3,1.250,55.87E-3,55.88E-3,55.89E-3,7.890E-3,-44.17E-3
561.4E-9,100.0E-3,-4.855E-3,0.000,614.3E-3,77.81E-3,77.81E-3,77.81E-3,-301.5E-3,-301.5E-3,-301.5E-3,1.250,55.82E-3,55.83E-3,55.84E-3,7.750E-3,-44.22E-3
561.5E-9,100.0E-3,-4.843E-3,0.000,614.6E-3,77.67E-3,77.67E-3,77.67E-3,-288.7E-3,-288.7E-3,-288.7E-3,1.250,55.80E-3,55.81E-3,55.82E-3,7.692E-3,-44.24E-3
561.5E-9,100.0E-3,-4.829E-3,0.000,615.0E-3,77.75E-3,77.75E-3,77.75E-3,-270.5E-3,-270.5E-3,-270.5E-3,1.250,55.78E-3,55.79E-3,55.80E-3,7.634E-3,-44.26E-3
561.5E-9,100.0E-3,-4.822E-3,0.000,615.2E-3,77.97E-3,77.97E-3,77.97E-3,-258.6E-3,-258.6E-3,-258.6E-3,1.250,55.77E-3,55.79E-3,55.79E-3,7.608E-3,-44.27E-3
561.5E-9,100.0E-3,-4.815E-3,0.000,615.3E-3,78.47E-3,78.47E-3,78.47E-3,-241.4E-3,-241.4E-3,-241.4E-3,1.250,55.77E-3,55.78E-3,55.79E-3,7.583E-3,-44.28E-3
561.5E-9,100.0E-3,-4.810E-3,0.000,615.4E-3,78.93E-3,78.93E-3,78.93E-3,-228.9E-3,-228.9E-3,-228.9E-3,1.250,55.76E-3,55.78E-3,55.78E-3,7.571E-3,-44.28E-3
561.6E-9,100.0E-3,-4.805E-3,0.000,615.5E-3,79.67E-3,79.67E-3,79.67E-3,-211.5E-3,-211.5E-3,-211.5E-3,1.250,55.76E-3,55.77E-3,55.78E-3,7.561E-3,-44.29E-3
561.6E-9,100.0E-3,-4.800E-3,0.000,615.6E-3,80.64E-3,80.64E-3,80.64E-3,-190.0E-3,-190.0E-3,-190.0E-3,1.250,55.76E-3,55.77E-3,55.78E-3,7.553E-3,-44.29E-3
561.6E-9,100.0E-3,-4.795E-3,0.000,615.6E-3,81.64E-3,81.64E-3,81.64E-3,-167.7E-3,-167.7E-3,-167.7E-3,1.250,55.76E-3,55.78E-3,55.79E-3,7.549E-3,-44.28E-3
561.6E-9,100.0E-3,-4.790E-3,0.000,615.7E-3,82.57E-3,82.57E-3,82.57E-3,-144.2E-3,-144.2E-3,-144.2E-3,1.250,55.77E-3,55.78E-3,55.79E-3,7.547E-3,-44.28E-3
561.6E-9,100.0E-3,-4.783E-3,0.000,615.7E-3,83.57E-3,83.57E-3,83.57E-3,-110.6E-3,-110.6E-3,-110.6E-3,1.250,55.77E-3,55.78E-3,55.79E-3,7.545E-3,-44.28E-3
561.6E-9,100.0E-3,-4.777E-3,0.000,615.8E-3,84.03E-3,84.03E-3,84.03E-3,-82.92E-3,-82.91E-3,-82.91E-3,1.250,55.77E-3,55.79E-3,55.80E-3,7.544E-3,-44.27E-3
561.6E-9,100.0E-3,-4.773E-3,0.000,615.8E-3,84.12E-3,84.12E-3,84.12E-3,-61.48E-3,-61.48E-3,-61.48E-3,1.250,55.78E-3,55.79E-3,55.80E-3,7.543E-3,-44.27E-3
561.6E-9,100.0E-3,-4.768E-3,0.000,615.9E-3,83.95E-3,83.95E-3,83.95E-3,-37.50E-3,-37.50E-3,-37.50E-3,1.250,55.78E-3,55.79E-3,55.81E-3,7.542E-3,-44.27E-3
561.6E-9,100.0E-3,-4.760E-3,0.000,615.9E-3,83.19E-3,83.19E-3,83.19E-3,-2.870E-3,-2.869E-3,-2.868E-3,1.250,55.78E-3,55.80E-3,55.81E-3,7.540E-3,-44.26E-3
561.6E-9,100.0E-3,-4.750E-3,0.000,616.0E-3,81.79E-3,81.79E-3,81.79E-3,43.84E-3,43.84E-3,43.84E-3,1.250,55.79E-3,55.81E-3,55.82E-3,7.538E-3,-44.26E-3
561.6E-9,100.0E-3,-4.741E-3,0.000,616.1E-3,80.85E-3,80.85E-3,80.85E-3,80.11E-3,80.11E-3,80.11E-3,1.250,55.80E-3,55.81E-3,55.83E-3,7.536E-3,-44.25E-3
561.6E-9,100.0E-3,-4.733E-3,0.000,616.1E-3,80.00E-3,80.00E-3,80.00E-3,116.3E-3,116.3E-3,116.3E-3,1.250,55.80E-3,55.82E-3,55.83E-3,7.535E-3,-44.25E-3
561.6E-9,100.0E-3,-4.723E-3,0.000,616.2E-3,79.04E-3,79.04E-3,79.04E-3,161.6E-3,161.6E-3,161.6E-3,1.250,55.81E-3,55.82E-3,55.84E-3,7.534E-3,-44.24E-3
561.6E-9,100.0E-3,-4.709E-3,0.000,616.3E-3,77.93E-3,77.93E-3,77.93E-3,220.7E-3,220.7E-3,220.7E-3,1.250,55.82E-3,55.83E-3,55.85E-3,7.532E-3,-44.23E-3
561.6E-9,100.0E-3,-4.696E-3,0.000,616.4E-3,76.71E-3,76.71E-3,76.71E-3,294.4E-3,294.4E-3,294.4E-3,1.250,55.82E-3,55.84E-3,55.86E-3,7.525E-3,-44.23E-3
561.7E-9,100.0E-3,-4.709E-3,0.000,616.6E-3,75.34E-3,75.34E-3,75.34E-3,389.3E-3,389.3E-3,389.3E-3,1.250,55.79E-3,55.81E-3,55.83E-3,7.476E-3,-44.26E-3
561.7E-9,100.0E-3,-4.749E-3,0.000,616.7E-3,74.66E-3,74.66E-3,74.66E-3,440.2E-3,440.2E-3,440.2E-3,1.250,55.73E-3,55.74E-3,55.75E-3,7.404E-3,-44.32E-3
561.7E-9,100.0E-3,-4.828E-3,0.000,616.8E-3,74.05E-3,74.05E-3,74.05E-3,487.1E-3,487.1E-3,487.1E-3,1.250,55.61E-3,55.62E-3,55.62E-3,7.281E-3,-44.44E-3
561.7E-9,100.0E-3,-4.955E-3,0.000,616.9E-3,73.49E-3,73.49E-3,73.49E-3,531.2E-3,531.2E-3,531.2E-3,1.250,55.42E-3,55.43E-3,55.42E-3,7.093E-3,-44.62E-3
561.7E-9,100.0E-3,-5.297E-3,0.000,617.0E-3,72.59E-3,72.59E-3,72.59E-3,603.9E-3,603.9E-3,603.9E-3,1.250,54.92E-3,54.91E-3,54.87E-3,6.597E-3,-45.10E-3
561.7E-9,100.0E-3,-5.780E-3,0.000,617.2E-3,71.81E-3,71.81E-3,71.81E-3,670.4E-3,670.3E-3,670.3E-3,1.250,54.22E-3,54.18E-3,54.09E-3,5.906E-3,-45.77E-3
561.7E-9,100.0E-3,-6.352E-3,0.000,617.3E-3,71.17E-3,71.17E-3,71.17E-3,725.9E-3,725.9E-3,725.9E-3,1.250,53.38E-3,53.31E-3,53.15E-3,5.088E-3,-46.58E-3
561.8E-9,100.0E-3,-6.940E-3,0.000,617.5E-3,70.67E-3,70.67E-3,70.67E-3,768.2E-3,768.2E-3,768.2E-3,1.250,52.52E-3,52.41E-3,52.19E-3,4.247E-3,-47.41E-3
561.8E-9,100.0E-3,-7.680E-3,0.000,617.7E-3,70.17E-3,70.17E-3,70.17E-3,809.3E-3,809.3E-3,809.3E-3,1.250,51.42E-3,51.27E-3,50.96E-3,3.184E-3,-48.47E-3
561.8E-9,100.0E-3,-8.326E-3,0.000,617.8E-3,69.80E-3,69.80E-3,69.80E-3,838.4E-3,838.4E-3,838.3E-3,1.250,50.45E-3,50.27E-3,49.88E-3,2.251E-3,-49.39E-3
561.8E-9,100.0E-3,-8.924E-3,0.000,618.0E-3,69.49E-3,69.49E-3,69.49E-3,861.6E-3,861.6E-3,861.5E-3,1.250,49.55E-3,49.33E-3,48.88E-3,1.384E-3,-50.26E-3
561.8E-9,100.0E-3,-9.584E-3,0.000,618.1E-3,69.17E-3,69.17E-3,69.17E-3,884.4E-3,884.4E-3,884.4E-3,1.250,48.55E-3,48.29E-3,47.75E-3,419.3E-6,-51.22E-3
561.8E-9,100.0E-3,-10.35E-3,0.000,618.3E-3,68.83E-3,68.83E-3,68.83E-3,908.3E-3,908.3E-3,908.3E-3,1.250,47.37E-3,47.06E-3,46.43E-3,-703.8E-6,-52.35E-3
561.9E-9,100.0E-3,-11.21E-3,0.000,618.6E-3,68.46E-3,68.46E-3,68.45E-3,933.0E-3,933.0E-3,932.9E-3,1.250,46.03E-3,45.66E-3,44.92E-3,-1.983E-3,-53.63E-3
561.9E-9,100.0E-3,-12.17E-3,0.000,618.8E-3,68.05E-3,68.05E-3,68.05E-3,958.3E-3,958.3E-3,958.3E-3,1.250,44.52E-3,44.08E-3,43.21E-3,-3.420E-3,-55.08E-3
561.9E-9,100.0E-3,-13.22E-3,0.000,619.1E-3,67.60E-3,67.60E-3,67.60E-3,984.5E-3,984.5E-3,984.5E-3,1.250,42.82E-3,42.30E-3,41.28E-3,-5.025E-3,-56.70E-3
561.9E-9,100.0E-3,-14.37E-3,0.000,619.5E-3,67.09E-3,67.09E-3,67.09E-3,1.012,1.012,1.012,1.250,40.92E-3,40.31E-3,39.12E-3,-6.803E-3,-58.51E-3
562.0E-9,100.0E-3,-15.60E-3,0.000,619.9E-3,66.51E-3,66.51E-3,66.51E-3,1.039,1.039,1.039,1.250,38.83E-3,38.13E-3,36.74E-3,-8.738E-3,-60.49E-3
562.0E-9,100.0E-3,-16.87E-3,0.000,620.4E-3,65.86E-3,65.86E-3,65.86E-3,1.067,1.067,1.067,1.250,36.58E-3,35.76E-3,34.16E-3,-10.80E-3,-62.62E-3
562.1E-9,100.0E-3,-18.13E-3,0.000,621.0E-3,65.13E-3,65.13E-3,65.13E-3,1.095,1.095,1.095,1.250,34.22E-3,33.27E-3,31.44E-3,-12.92E-3,-64.85E-3
562.2E-9,100.0E-3,-19.26E-3,0.000,621.6E-3,64.38E-3,64.38E-3,64.38E-3,1.120,1.120,1.120,1.250,31.97E-3,30.89E-3,28.82E-3,-14.91E-3,-66.96E-3
562.2E-9,100.0E-3,-20.23E-3,0.000,622.3E-3,63.62E-3,63.62E-3,63.62E-3,1.142,1.142,1.142,1.250,29.88E-3,28.68E-3,26.38E-3,-16.71E-3,-68.91E-3
562.3E-9,100.0E-3,-21.04E-3,0.000,623.0E-3,62.84E-3,62.84E-3,62.84E-3,1.161,1.161,1.161,1.250,27.94E-3,26.61E-3,24.09E-3,-18.33E-3,-70.71E-3
562.4E-9,100.0E-3,-21.71E-3,0.000,623.7E-3,62.03E-3,62.03E-3,62.03E-3,1.178,1.178,1.178,1.250,26.12E-3,24.66E-3,21.92E-3,-19.79E-3,-72.39E-3
562.5E-9,100.0E-3,-22.23E-3,0.000,624.6E-3,61.20E-3,61.20E-3,61.20E-3,1.193,1.193,1.193,1.250,24.41E-3,22.82E-3,19.87E-3,-21.10E-3,-73.95E-3
562.6E-9,100.0E-3,-22.59E-3,0.000,625.5E-3,60.32E-3,60.32E-3,60.32E-3,1.206,1.205,1.205,1.250,22.83E-3,21.11E-3,17.94E-3,-22.24E-3,-75.38E-3
562.7E-9,100.0E-3,-22.79E-3,0.000,626.5E-3,59.44E-3,59.44E-3,59.44E-3,1.216,1.216,1.216,1.250,21.41E-3,19.56E-3,16.20E-3,-23.17E-3,-76.64E-3
562.8E-9,100.0E-3,-22.83E-3,0.000,627.6E-3,58.54E-3,58.54E-3,58.54E-3,1.224,1.224,1.224,1.250,20.14E-3,18.16E-3,14.61E-3,-23.90E-3,-77.75E-3
562.9E-9,100.0E-3,-22.73E-3,0.000,628.7E-3,57.62E-3,57.62E-3,57.62E-3,1.231,1.231,1.231,1.250,19.01E-3,16.90E-3,13.18E-3,-24.46E-3,-78.72E-3
563.0E-9,100.0E-3,-22.48E-3,0.000,630.0E-3,56.66E-3,56.66E-3,56.66E-3,1.236,1.236,1.236,1.250,17.99E-3,15.75E-3,11.88E-3,-24.85E-3,-79.57E-3
563.1E-9,100.0E-3,-22.11E-3,0.000,631.4E-3,55.66E-3,55.66E-3,55.66E-3,1.240,1.240,1.240,1.250,17.08E-3,14.71E-3,10.69E-3,-25.07E-3,-80.31E-3
563.3E-9,100.0E-3,-21.60E-3,0.000,632.9E-3,54.59E-3,54.59E-3,54.59E-3,1.243,1.243,1.243,1.250,16.25E-3,13.75E-3,9.589E-3,-25.15E-3,-80.96E-3
563.5E-9,100.0E-3,-20.98E-3,0.000,634.6E-3,53.45E-3,53.45E-3,53.45E-3,1.245,1.245,1.245,1.250,15.49E-3,12.85E-3,8.572E-3,-25.07E-3,-81.53E-3
563.6E-9,100.0E-3,-20.23E-3,0.000,636.5E-3,52.21E-3,52.21E-3,52.21E-3,1.246,1.246,1.246,1.250,14.78E-3,12.01E-3,7.620E-3,-24.84E-3,-82.03E-3
563.9E-9,100.0E-3,-19.35E-3,0.000,638.7E-3,50.84E-3,50.84E-3,50.84E-3,1.247,1.247,1.247,1.250,14.10E-3,11.20E-3,6.718E-3,-24.46E-3,-82.47E-3
564.1E-9,100.0E-3,-18.35E-3,0.000,641.2E-3,49.32E-3,49.32E-3,49.32E-3,1.248,1.248,1.248,1.250,13.45E-3,10.40E-3,5.849E-3,-23.92E-3,-82.87E-3
564.4E-9,100.0E-3,-17.36E-3,0.000,643.8E-3,47.83E-3,47.83E-3,47.83E-3,1.248,1.248,1.248,1.250,12.88E-3,9.697E-3,5.112E-3,-23.29E-3,-83.19E-3
564.6E-9,100.0E-3,-16.40E-3,0.000,646.4E-3,46.36E-3,46.36E-3,46.36E-3,1.248,1.248,1.248,1.250,12.37E-3,9.068E-3,4.472E-3,-22.61E-3,-83.46E-3
564.9E-9,100.0E-3,-15.46E-3,0.000,649.2E-3,44.89E-3,44.89E-3,44.89E-3,1.248,1.248,1.248,1.250,11.90E-3,8.485E-3,3.902E-3,-21.87E-3,-83.69E-3
565.2E-9,100.0E-3,-14.53E-3,0.000,652.1E-3,43.38E-3,43.38E-3,43.38E-3,1.248,1.248,1.248,1.250,11.45E-3,7.928E-3,3.383E-3,-21.07E-3,-83.89E-3
565.5E-9,100.0E-3,-13.60E-3,0.000,655.3E-3,41.80E-3,41.80E-3,41.80E-3,1.248,1.248,1.248,1.250,11.00E-3,7.381E-3,2.898E-3,-20.21E-3,-84.08E-3
565.9E-9,100.0E-3,-12.66E-3,0.000,658.9E-3,40.12E-3,40.12E-3,40.12E-3,1.248,1.248,1.248,1.250,10.53E-3,6.828E-3,2.434E-3,-19.25E-3,-84.26E-3
566.3E-9,100.0E-3,-11.69E-3,0.000,663.0E-3,38.25E-3,38.25E-3,38.25E-3,1.249,1.249,1.249,1.250,10.04E-3,6.247E-3,1.980E-3,-18.17E-3,-84.44E-3
566.8E-9,100.0E-3,-10.66E-3,0.000,668.1E-3,36.09E-3,36.09E-3,36.09E-3,1.249,1.249,1.249,1.250,9.479E-3,5.607E-3,1.519E-3,-16.89E-3,-84.64E-3
567.5E-9,100.0E-3,-9.463E-3,0.000,675.3E-3,33.26E-3,33.26E-3,33.26E-3,1.249,1.249,1.249,1.250,8.760E-3,4.816E-3,1.006E-3,-15.21E-3,-84.88E-3
568.3E-9,100.0E-3,-8.465E-3,0.000,682.8E-3,30.52E-3,30.52E-3,30.52E-3,1.249,1.249,1.249,1.250,8.070E-3,4.095E-3,595.8E-6,-13.58E-3,-85.11E-3
569.1E-9,100.0E-3,-7.664E-3,0.000,690.6E-3,27.94E-3,27.94E-3,27.94E-3,1.249,1.249,1.249,1.250,7.422E-3,3.454E-3,280.6E-6,-12.07E-3,-85.32E-3
569.9E-9,100.0E-3,-7.012E-3,0.000,698.7E-3,25.46E-3,25.46E-3,25.46E-3,1.249,1.249,1.249,1.250,6.798E-3,2.874E-3,36.59E-6,-10.65E-3,-85.52E-3
570.7E-9,100.0E-3,-6.481E-3,0.000,707.3E-3,23.04E-3,23.04E-3,23.04E-3,1.249,1.249,1.249,1.250,6.194E-3,2.347E-3,-148.3E-6,-9.299E-3,-85.71E-3
571.7E-9,100.0E-3,-6.044E-3,0.000,716.6E-3,20.65E-3,20.65E-3,20.65E-3,1.249,1.249,1.249,1.250,5.599E-3,1.864E-3,-284.4E-6,-8.011E-3,-85.90E-3
572.7E-9,100.0E-3,-5.686E-3,0.000,726.8E-3,18.26E-3,18.26E-3,18.26E-3,1.249,1.249,1.249,1.250,5.010E-3,1.424E-3,-377.7E-6,-6.780E-3,-86.09E-3
573.8E-9,100.0E-3,-5.395E-3,0.000,738.3E-3,15.88E-3,15.88E-3,15.88E-3,1.249,1.249,1.249,1.250,4.426E-3,1.027E-3,-432.5E-6,-5.614E-3,-86.28E-3
575.1E-9,100.0E-3,-5.160E-3,0.000,751.0E-3,13.52E-3,13.52E-3,13.52E-3,1.249,1.249,1.249,1.250,3.853E-3,679.2E-6,-452.9E-6,-4.528E-3,-86.46E-3
576.5E-9,100.0E-3,-4.970E-3,0.000,765.4E-3,11.21E-3,11.21E-3,11.21E-3,1.250,1.250,1.250,1.250,3.296E-3,384.5E-6,-443.3E-6,-3.538E-3,-86.64E-3
578.2E-9,100.0E-3,-4.811E-3,0.000,781.8E-3,8.986E-3,8.986E-3,8.986E-3,1.250,1.250,1.250,1.250,2.762E-3,147.6E-6,-408.5E-6,-2.657E-3,-86.81E-3
580.0E-9,100.0E-3,-4.662E-3,0.000,800.5E-3,6.890E-3,6.890E-3,6.890E-3,1.250,1.250,1.250,1.250,2.260E-3,-28.10E-6,-353.6E-6,-1.898E-3,-86.96E-3
582.2E-9,100.0E-3,-4.498E-3,0.000,822.1E-3,4.990E-3,4.990E-3,4.990E-3,1.250,1.250,1.250,1.250,1.800E-3,-140.4E-6,-283.8E-6,-1.269E-3,-87.10E-3
583.8E-9,100.0E-3,-4.368E-3,0.000,838.0E-3,3.902E-3,3.902E-3,3.902E-3,1.250,1.250,1.250,1.250,1.533E-3,-176.4E-6,-232.6E-6,-937.1E-6,-87.17E-3
586.0E-9,100.0E-3,-4.154E-3,0.000,860.1E-3,2.746E-3,2.746E-3,2.746E-3,1.250,1.250,1.250,1.250,1.241E-3,-184.5E-6,-165.4E-6,-600.3E-6,-87.23E-3
587.8E-9,100.0E-3,-3.943E-3,0.000,877.8E-3,2.071E-3,2.071E-3,2.071E-3,1.250,1.250,1.250,1.250,1.064E-3,-166.0E-6,-116.3E-6,-408.6E-6,-87.25E-3
590.1E-9,100.0E-3,-3.592E-3,0.000,901.3E-3,1.441E-3,1.441E-3,1.441E-3,1.250,1.250,1.250,1.250,891.0E-6,-120.0E-6,-56.71E-6,-223.6E-6,-87.26E-3
591.9E-9,100.0E-3,-3.267E-3,0.000,918.7E-3,1.123E-3,1.123E-3,1.123E-3,1.250,1.250,1.250,1.250,802.0E-6,-74.47E-6,-15.73E-6,-122.5E-6,-87.23E-3
594.5E-9,100.0E-3,-2.644E-3,0.000,945.3E-3,808.2E-6,808.2E-6,808.2E-6,1.250,1.250,1.250,1.250,719.5E-6,6.364E-6,43.22E-6,-4.473E-6,-87.17E-3
596.5E-9,100.0E-3,-2.050E-3,0.000,965.3E-3,663.7E-6,663.7E-6,663.7E-6,1.250,1.250,1.250,1.250,694.7E-6,75.08E-6,86.80E-6,66.39E-6,-87.09E-3
598.3E-9,100.0E-3,-1.443E-3,0.000,982.5E-3,580.9E-6,580.9E-6,580.9E-6,1.250,1.250,1.250,1.250,696.6E-6,138.8E-6,124.7E-6,120.0E-6,-86.99E-3
600.0E-9,100.0E-3,-719.1E-6,0.000,1.000,522.7E-6,522.7E-6,522.7E-6,1.250,1.250,1.250,1.250,718.7E-6,207.8E-6,164.4E-6,171.0E-6,-86.88E-3
600.2E-9,100.0E-3,-628.5E-6,0.000,1.000,287.4E-6,287.4E-6,287.4E-6,1.250,1.250,1.250,1.250,722.3E-6,215.7E-6,168.8E-6,176.1E-6,-86.87E-3
600.4E-9,100.0E-3,-537.0E-6,0.000,1.000,213.4E-6,213.4E-6,213.4E-6,1.250,1.250,1.250,1.250,726.2E-6,223.8E-6,173.3E-6,181.4E-6,-86.85E-3
600.6E-9,100.0E-3,-422.8E-6,0.000,1.000,205.7E-6,205.7E-6,205.7E-6,1.250,1.250,1.250,1.250,731.5E-6,234.0E-6,179.0E-6,188.1E-6,-86.83E-3
600.9E-9,100.0E-3,-318.0E-6,0.000,1.000,211.8E-6,211.8E-6,211.8E-6,1.250,1.250,1.250,1.250,736.6E-6,243.2E-6,184.3E-6,194.2E-6,-86.82E-3
601.1E-9,100.0E-3,-187.5E-6,0.000,1.000,214.9E-6,214.9E-6,214.9E-6,1.250,1.250,1.250,1.250,743.2E-6,254.6E-6,190.8E-6,201.7E-6,-86.80E-3
601.6E-9,100.0E-3,44.79E-6,0.000,1.000,215.3E-6,215.3E-6,215.3E-6,1.250,1.250,1.250,1.250,755.4E-6,274.3E-6,201.8E-6,214.5E-6,-86.76E-3
602.1E-9,100.0E-3,317.8E-6,0.000,1.000,215.1E-6,215.1E-6,215.1E-6,1.250,1.250,1.250,1.250,769.3E-6,295.8E-6,213.3E-6,227.9E-6,-86.71E-3
602.7E-9,100.0E-3,622.1E-6,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,787.4E-6,320.5E-6,227.2E-6,243.9E-6,-86.66E-3
603.3E-9,100.0E-3,971.0E-6,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,809.5E-6,348.4E-6,243.1E-6,261.9E-6,-86.61E-3
603.9E-9,100.0E-3,1.374E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,836.1E-6,379.7E-6,260.8E-6,282.0E-6,-86.54E-3
604.7E-9,100.0E-3,1.853E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,868.6E-6,415.3E-6,280.8E-6,304.7E-6,-86.46E-3
605.5E-9,100.0E-3,2.436E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,909.2E-6,457.1E-6,304.1E-6,331.0E-6,-86.36E-3
606.5E-9,100.0E-3,3.168E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,961.4E-6,507.2E-6,331.9E-6,362.4E-6,-86.24E-3
607.7E-9,100.0E-3,4.124E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.031E-3,569.4E-6,366.2E-6,401.1E-6,-86.09E-3
609.2E-9,100.0E-3,5.472E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.129E-3,652.0E-6,411.6E-6,452.2E-6,-85.87E-3
611.0E-9,100.0E-3,7.189E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.254E-3,750.5E-6,465.5E-6,512.9E-6,-85.59E-3
612.8E-9,100.0E-3,9.272E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.404E-3,862.2E-6,526.5E-6,581.4E-6,-85.26E-3
614.2E-9,100.0E-3,10.91E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.521E-3,945.7E-6,572.2E-6,632.6E-6,-85.00E-3
615.1E-9,100.0E-3,12.22E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.614E-3,1.010E-3,607.3E-6,672.0E-6,-84.79E-3
615.6E-9,100.0E-3,12.92E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.663E-3,1.044E-3,626.0E-6,693.0E-6,-84.68E-3
616.1E-9,100.0E-3,13.64E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.713E-3,1.078E-3,644.5E-6,713.8E-6,-84.57E-3
616.3E-9,100.0E-3,13.93E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.734E-3,1.092E-3,652.1E-6,722.3E-6,-84.52E-3
616.6E-9,100.0E-3,14.26E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.756E-3,1.107E-3,660.5E-6,731.7E-6,-84.47E-3
616.7E-9,100.0E-3,14.52E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.774E-3,1.119E-3,667.1E-6,739.0E-6,-84.43E-3
616.9E-9,100.0E-3,14.71E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.788E-3,1.128E-3,672.0E-6,744.6E-6,-84.40E-3
617.0E-9,100.0E-3,14.86E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.798E-3,1.135E-3,675.8E-6,748.8E-6,-84.38E-3
617.0E-9,100.0E-3,14.98E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.806E-3,1.140E-3,678.7E-6,752.1E-6,-84.36E-3
617.1E-9,100.0E-3,15.07E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.812E-3,1.144E-3,680.9E-6,754.5E-6,-84.35E-3
617.1E-9,100.0E-3,15.13E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.817E-3,1.148E-3,682.7E-6,756.5E-6,-84.34E-3
617.2E-9,100.0E-3,15.19E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.821E-3,1.150E-3,684.1E-6,758.1E-6,-84.33E-3
617.2E-9,100.0E-3,15.24E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.824E-3,1.152E-3,685.2E-6,759.4E-6,-84.32E-3
617.2E-9,100.0E-3,15.28E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.827E-3,1.154E-3,686.2E-6,760.5E-6,-84.32E-3
617.3E-9,100.0E-3,15.31E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.829E-3,1.156E-3,687.1E-6,761.5E-6,-84.31E-3
617.3E-9,100.0E-3,15.35E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.831E-3,1.157E-3,687.9E-6,762.4E-6,-84.30E-3
617.3E-9,100.0E-3,15.38E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.833E-3,1.159E-3,688.7E-6,763.2E-6,-84.30E-3
617.3E-9,100.0E-3,15.41E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.835E-3,1.160E-3,689.4E-6,764.1E-6,-84.29E-3
617.3E-9,100.0E-3,15.44E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.838E-3,1.161E-3,690.3E-6,765.0E-6,-84.29E-3
617.4E-9,100.0E-3,15.48E-3,0.000,1.000,215.0E-6,215.0E-6,215.0E-6,1.250,1.250,1.250,1.250,1.841E-3,1.163E-3,691.3E-6,766.2E-6,-84.28E-3
